ym,hs2,nbothpos,valbothpos,nbothzero,valbothzero,nimpfriction,valimpfriction,ntrackermiss,valtrackermiss,n_total,val_total,pct_n_bothzero,pct_val_bothzero,pct_n_bothpos,pct_val_bothpos,pct_n_trackermiss,pct_val_trackermiss,pct_n_impfriction,pct_val_impfriction
2025m1,01,5,1999034,179,363882128,1,11261,5,11930586,190,377823009,94.21052631578948,96.31020857176011,2.631578947368421,.5290927107088917,2.631578947368421,3.157718221443734,.5263157894736842,.0029804960872566
2025m1,02,106,654342523,194,604081203,42,459203209,22,41776401,364,1759403336,53.2967032967033,34.3344354668201,29.12087912087912,37.19116075382956,6.043956043956044,2.374464123444176,11.53846153846154,26.09993965590617
2025m1,03,118,109037597,1545,1675847404,22,12258723,15,2337057,1700,1799480781,90.88235294117646,93.12949722467751,6.941176470588236,6.059392139737446,.8823529411764706,.1298739627939377,1.294117647058824,.6812366727911167
2025m1,04,236,110856361,102,93700205,35,6938691,201,159892905,574,371388162,17.77003484320558,25.22972312725466,41.11498257839721,29.84919077738402,35.01742160278746,43.05277371765016,6.097560975609756,1.868312377711167
2025m1,05,37,14233235,152,79614555,4,4455756,2,170070,195,98473616,77.94871794871796,80.84861532859725,18.97435897435897,14.45385635072038,1.025641025641026,.1727061591807495,2.051282051282051,4.524822161501615
2025m1,06,148,316790178,145,48456897,111,46831080,10,17703255,414,429781410,35.02415458937198,11.27477733390097,35.7487922705314,73.70960461039951,2.415458937198068,4.119130001458183,26.81159420289855,10.89648805424134
2025m1,07,334,144353364,502,855573726,223,357733535,234,201302407,1293,1558963032,38.82443928847641,54.88095024949893,25.83139984532096,9.259575822962812,18.09744779582367,12.91258374111337,17.24671307037896,22.94689018642489
2025m1,08,221,645186602,328,1575169852,128,236789881,127,431879396,804,2889025731,40.79601990049751,54.52252761538315,27.48756218905473,22.33232452992645,15.79601990049751,14.94896329118226,15.92039800995025,8.196184563508133
2025m1,09,138,39205238,691,1072236238,42,2636738,68,28293393,939,1142371607,73.58892438764644,93.86054690345608,14.69648562300319,3.431916353642357,7.24174653887114,2.47672410856759,4.472843450479233,.2308126343339694
2025m1,10,121,181974517,87,137628781,18,1662667,64,15285955,290,336551920,30,40.89377383436113,41.72413793103448,54.07026559230444,22.06896551724138,4.541930707155081,6.206896551724138,.4940298661793401
2025m1,11,161,41140851,137,81536035,48,38206043,96,46247190,442,207130119,30.99547511312217,39.36464450155605,36.42533936651584,19.86232190597061,21.71945701357466,22.32760267955043,10.85972850678733,18.44543091292291
2025m1,12,70,19985938,496,180985912,10,778363,133,40242976,709,241993189,69.95768688293371,74.78967186964918,9.873060648801129,8.258884509348732,18.75881523272215,16.62979696507078,1.410437235543018,.3216466559312957
2025m1,13,52,89604190,128,86994115,9,3396162,2,832116,191,180826583,67.01570680628272,48.10914056812101,27.22513089005236,49.55255389634831,1.047120418848168,.4601734911951524,4.712041884816754,1.878132044335539
2025m1,14,7,1759569,44,12590984,0,0,2,196911,53,14547464,83.01886792452831,86.55105797134127,13.20754716981132,12.09536590020089,3.773584905660377,1.353576128457854,0,0
2025m1,15,211,729328050,177,404936208,42,42464864,160,181714392,590,1358443514,30,29.80883664478963,35.76271186440678,53.68850765479822,27.11864406779661,13.37666160773469,7.118644067796611,3.125994092677452
2025m1,16,265,182631224,451,333625017,46,19148558,24,82120392,786,617525191,57.3791348600509,54.026138830019,33.71501272264631,29.57470021656169,3.053435114503817,13.2983064005886,5.852417302798982,3.100854552830704
2025m1,17,293,284437809,72,187933530,83,39590108,61,28331806,509,540293253,14.14538310412574,34.78361592644208,57.56385068762279,52.64507883832486,11.98428290766208,5.243783046093304,16.30648330058939,7.327522189139756
2025m1,18,193,297456765,93,673640009,70,54655310,68,71935561,424,1097687645,21.93396226415095,61.36900711859611,45.5188679245283,27.09848893306984,16.0377358490566,6.553372567111293,16.50943396226415,4.979131381222752
2025m1,19,313,289312245,622,842407412,144,99458720,44,40687919,1123,1271866296,55.38735529830811,66.23395986271186,27.87177203918077,22.74706436595439,3.918076580587711,3.199072035163042,12.82279608192342,7.819903736170708
2025m1,20,1070,663662028,457,204677789,426,137485307,348,362228948,2301,1368054072,19.86093003042156,14.96123531877474,46.50152107779226,48.51138866388317,15.1238591916558,26.47767770395555,18.51368970013038,10.04969831338655
2025m1,21,588,1095864586,236,161366922,265,56666494,124,21826440,1213,1335724442,19.45589447650454,12.08085417366346,48.47485572959604,82.04271416634001,10.22258862324814,1.634052601996183,21.84666117065128,4.242379058000348
2025m1,22,37,34810874,588,1727995730,7,2875995,485,855404126,1117,2621086725,52.64100268576545,65.92669038831593,3.312444046553268,1.328108439448908,43.41987466427932,32.63547588262269,.6266786034019696,.1097252896124603
2025m1,23,52,58114701,185,265773051,4,5526779,18,119294907,259,448709438,71.42857142857143,59.23054620482488,20.07722007722008,12.95152187104208,6.94980694980695,26.58622638554797,1.544401544401544,1.231705538585083
2025m1,24,30,28819472,59,112230557,4,9056390,65,64868648,158,214975067,37.34177215189873,52.20631330237009,18.9873417721519,13.40596023630964,41.13924050632912,30.17496349937176,2.531645569620253,4.212762961948513
2025m1,25,53,5444732,481,413264958,5,303258,3,9837667,542,428850615,88.74538745387454,96.36571420096949,9.778597785977858,1.269610398017034,.5535055350553505,2.293961266675577,.9225092250922509,.0707141343378976
2025m1,26,7,4619111,88,255452762,0,0,3,1457126,98,261528999,89.79591836734694,97.67664885223684,7.142857142857142,1.766194577909886,3.061224489795918,.5571565698532728,0,0
2025m1,27,213,2243563889,254,3013760166,23,330934879,120,14340986436,610,19929245370,41.63934426229508,15.12229946517037,34.91803278688524,11.25764597377728,19.67213114754098,71.95950558964893,3.770491803278689,1.660548971403426
2025m1,28,836,415110654,505,1402969365,99,65876392,10,2645883,1450,1886602294,34.82758620689655,74.36487114755941,57.6551724137931,22.00308222459948,.6896551724137931,.1402459335714133,6.827586206896552,3.491800694269696
2025m1,29,2776,1969393136,762,9730367534,435,396664497,40,44752363,4013,12141177530,18.98828806379267,80.1435240523989,69.17518066284575,16.22077538306122,.9967605282830799,.3685998568871927,10.83977074507849,3.267100707652695
2025m1,30,26,15752753,1240,19056697819,7,8933805,0,0,1273,19081384377,97.4076983503535,99.87062491110574,2.04241948153967,.0825556085908934,0,0,.5498821681068342,.0468194803033709
2025m1,31,13,1337066,189,796160205,0,0,0,0,202,797497271,93.56435643564357,99.83234224760125,6.435643564356436,.167657752398754,0,0,0,0
2025m1,32,896,386149584,124,17326394,83,15707577,21,2452456,1124,421636011,11.03202846975089,4.109324997859351,79.7153024911032,91.58363468152629,1.868327402135231,.5816524053966539,7.384341637010676,3.725387915217707
2025m1,33,229,260474207,831,1577596052,33,3285162,7,788242,1100,1842143663,75.54545454545455,85.63914333536971,20.81818181818182,14.13973362836468,.6363636363636364,.0427893880283104,3,.1783336482372928
2025m1,34,389,213461743,397,289695795,75,9850357,2,737867,863,513745762,46.00231749710313,56.38894107315283,45.07531865585168,41.55007375029208,.2317497103128621,.143624931742016,8.690614136732329,1.917360244813076
2025m1,35,174,132356593,89,134355344,19,29867276,38,36503528,320,333082741,27.8125,40.3369275744011,54.37499999999999,39.73685115074755,11.875,10.95929734768215,5.9375,8.966923927169196
2025m1,36,55,75452667,32,11644504,10,9556565,1,26438,98,96680174,32.6530612244898,12.04435565041494,56.12244897959183,78.0435779935605,1.020408163265306,.0273458341107247,10.20408163265306,9.884720521913831
2025m1,37,62,18455161,62,115093169,8,4527162,1,20805,133,138096297,46.61654135338345,83.34269020986132,46.61654135338345,13.36397962937413,.7518796992481203,.015065574133389,6.015037593984962,3.278264586631168
2025m1,38,814,771532586,486,988552340,100,52127971,27,19511949,1427,1831724846,34.05746320953048,53.96838625401274,57.0427470217239,42.12055034820443,1.89208128941836,1.065222707581267,7.00770847932726,2.845840690201568
2025m1,39,5034,5920761044,329,225075561,581,215922439,11,4179643,5955,6365938687,5.524769101595298,3.535622507009546,84.53400503778337,93.00688139034223,.1847187237615449,.0656563502337106,9.756507136859781,3.391839752414505
2025m1,40,2164,2066757770,813,720115617,106,93392415,11,18816603,3094,2899082405,26.27666451195863,24.83943249622806,69.94182288299935,71.29006634773461,.3555268261150614,.6490537477495401,3.425985778926956,3.221447408287796
2025m1,41,228,20392652,80,8101289,27,3008075,4,26670,339,31528686,23.59882005899705,25.69497821761427,67.25663716814159,64.67967615269473,1.179941002949852,.0845896337069042,7.964601769911504,9.540755995984101
2025m1,42,1912,1075965640,118,18217971,179,18992327,26,22119121,2235,1135295059,5.279642058165549,1.604690415551258,85.54809843400447,94.77409696011017,1.16331096196868,1.948314742026901,8.008948545861298,1.672897882311668
2025m1,43,109,7332362,40,9609388,10,298572,0,0,159,17240322,25.15723270440252,55.73786846904599,68.55345911949685,42.53030772859115,0,0,6.289308176100629,1.731823802362856
2025m1,44,888,540395771,1164,1302891181,157,85330433,60,62157622,2269,1990775007,51.30013221683561,65.44643048153357,39.13618334067871,27.14499474324574,2.644336712208021,3.122282617645903,6.919347730277655,4.286292157574791
2025m1,45,10,1581331,46,23657064,0,0,0,0,56,25238395,82.14285714285714,93.73442328642531,17.85714285714286,6.265576713574694,0,0,0,0
2025m1,46,161,52058859,54,3305588,22,624032,1,33146,238,56021625,22.6890756302521,5.900557150921631,67.64705882352942,92.92636370330207,.4201680672268908,.0591664379603412,9.243697478991598,1.113912707815955
2025m1,47,4,98646,63,381957682,1,23920,0,0,68,382080248,92.64705882352942,99.96792139854348,5.88235294117647,.0258181365083285,0,0,1.470588235294118,.0062604649481907
2025m1,48,163,216587166,2172,1490846928,4,46979,0,0,2339,1707481073,92.86019666524156,87.31264735957632,6.968790081231295,12.6846012775686,0,0,.1710132535271484,.0027513628550775
2025m1,49,37,81803522,781,273458370,1,22699037,1,23744515,820,401705444,95.24390243902438,68.07435002050906,4.512195121951219,20.36405610674273,.1219512195121951,5.910926863117145,.1219512195121951,5.650667009631067
2025m1,50,49,1884403,62,2830429,5,62771,0,0,116,4777603,53.44827586206896,59.24370442667589,42.24137931034483,39.44243588259636,0,0,4.310344827586207,1.313859690727756
2025m1,51,295,15209565,34,2251556,27,2314870,18,578078,374,20354069,9.090909090909092,11.06194540266126,78.87700534759358,74.72493583469722,4.81283422459893,2.840110250191251,7.219251336898395,11.37300851245026
2025m1,52,1076,50131437,94,6501356,47,3401898,2,2076,1219,60036767,7.71123872026251,10.82895752864241,88.26907301066448,83.50122683987964,.1640689089417555,.0034578810681128,3.855619360131255,5.666357750409845
2025m1,53,54,2517228,224,17570675,0,0,0,0,278,20087903,80.57553956834532,87.46893590635119,19.42446043165468,12.5310640936488,0,0,0,0
2025m1,54,879,95807173,99,35339422,79,14988282,33,711051,1090,146845928,9.082568807339451,24.06564654622224,80.64220183486238,65.24332972991938,3.027522935779817,.4842156739954001,7.247706422018349,10.20680804986298
2025m1,55,704,105270248,101,6257775,54,10610042,5,442814,864,122580879,11.68981481481481,5.105017235192122,81.48148148148148,85.87819638656694,.5787037037037037,.3612423108827601,6.25,8.655544067358173
2025m1,56,472,110032731,415,141338236,28,940552,48,3797970,963,256109489,43.09449636552441,55.1866455834442,49.0134994807892,42.96316057231288,4.984423676012461,1.482947787225486,2.907580477673936,.3672460570174345
2025m1,57,410,144710775,233,133898044,33,4413524,1,300,677,283022643,34.4165435745938,47.31001116401842,60.56129985228951,51.13045849126637,.1477104874446086,.0001059985861273,4.874446085672083,1.559424346129084
2025m1,58,616,55814244,98,4544646,59,1852557,33,4185646,806,66397093,12.15880893300248,6.844646044970673,76.42679900744417,84.06127659835951,4.094292803970223,6.303959723055947,7.320099255583126,2.790117633613869
2025m1,59,521,174445769,207,47841533,33,7054561,1,89706,762,229431569,27.16535433070866,20.85220146840385,68.37270341207349,76.03389967663952,.1312335958005249,.0390992400875749,4.330708661417323,3.074799614869042
2025m1,60,388,54983620,25,1569007,41,10559136,3,162183,457,67273946,5.470459518599562,2.332265450877521,84.9015317286652,81.73092745295482,.6564551422319475,.2410784704081429,8.971553610503284,15.69572862575952
2025m1,61,7244,3818934645,117,6346671,987,200661510,131,4025141,8479,4029967967,1.379879702795141,.1574868845601422,85.4346031371624,94.7633995176121,1.544993513386013,.0998802231918584,11.64052364665645,4.979233374635903
2025m1,62,9826,3211234913,168,86131371,869,118403577,51,5054003,10914,3420823864,1.539307311709731,2.517854599484868,90.03115264797508,93.87314403393673,.4672897196261682,.1477422749878244,7.962250320689024,3.461259091590575
2025m1,63,1929,1345471523,260,54667327,146,9004504,6,42416,2341,1409185770,11.10636480136694,3.879355594117304,82.40068346860316,95.47864814161443,.2563007261853908,.0030099651091424,6.236651003844511,.6389862991591236
2025m1,64,2179,2376865516,172,27960851,201,17498884,10,1056593,2562,2423381844,6.713505074160812,1.153794688576531,85.05074160811866,98.08052007506912,.39032006245121,.0435999387639218,7.845433255269321,.7220852975904362
2025m1,65,517,247141716,207,29778287,57,2910525,42,2590434,823,282420962,25.15188335358445,10.54393653683539,62.81895504252734,87.50827638636824,5.103280680437424,.9172244091428312,6.925880923450791,1.030562667653543
2025m1,66,67,66967017,20,14883812,15,682256,1,28677,103,82561762,19.41747572815534,18.02748831838158,65.0485436893204,81.11141935173332,.9708737864077669,.0347339970772426,14.5631067961165,.8263583328078682
2025m1,67,70,140092139,94,103157400,6,930605,0,0,170,244180144,55.29411764705883,42.2464326173876,41.17647058823529,57.37245326548747,0,0,3.529411764705882,.3811141171249371
2025m1,68,399,345061266,671,441220729,68,7510967,32,12816885,1170,806609847,57.35042735042735,54.70063756858649,34.1025641025641,42.77920326454929,2.735042735042735,1.588981965403653,5.811965811965812,.9311772014605719
2025m1,69,866,510488035,264,83164519,103,41326830,4,653474,1237,635632858,21.34195634599838,13.08373504505017,70.00808407437349,80.3117756697216,.3233629749393694,.102806831298202,8.326596604688763,6.501682453930033
2025m1,70,1496,545548957,398,152522310,130,36295788,42,8746349,2066,743113404,19.26427879961278,20.52476905664859,72.41045498547919,73.41395728612103,2.032913843175218,1.176987112992514,6.292352371732816,4.884286544237869
2025m1,71,810,1112872588,771,37919706734,104,129543547,3,255096,1688,39162377965,45.67535545023696,96.82687493565739,47.98578199052132,2.84168798175277,.1777251184834123,.000651380261505,6.161137440758294,.330785702328329
2025m1,72,471,377859653,1489,2174786488,247,250387570,181,165571971,2388,2968605682,62.3534338358459,73.25952723147823,19.72361809045226,12.72852286482958,7.579564489112228,5.577432260671662,10.34338358458962,8.434517643020532
2025m1,73,2263,2210988845,1998,1603038142,1088,618043833,140,91264302,5489,4523335122,36.40007287301876,35.43929642098271,41.22791036618692,48.8796161541621,2.550555656768082,2.017632997301499,19.82146110402623,13.66345442755369
2025m1,74,779,438983558,237,291018949,112,762499654,6,5255069,1134,1497757230,20.8994708994709,19.43031508517572,68.69488536155202,29.3093933520855,.5291005291005291,.3508625359798797,9.876543209876543,50.9094290267589
2025m1,75,175,125070335,50,168908496,12,13643020,0,0,237,307621851,21.09704641350211,54.9078342292401,73.83966244725738,40.65716872628791,0,0,5.063291139240507,4.434997044471981
2025m1,76,1227,1286023014,114,1001401713,189,181760348,27,28995789,1557,2498180864,7.321772639691715,40.08523671887353,78.80539499036608,51.47837902900532,1.734104046242774,1.160676131093765,12.13872832369942,7.275708121027382
2025m1,78,25,2812982,28,86572819,4,4027190,3,13155150,60,106568141,46.66666666666666,81.23705470286848,41.66666666666667,2.639608773882994,5,12.34435533599108,6.666666666666667,3.778981187257456
2025m1,79,64,28103939,11,17004726,11,139547001,9,6345050,95,191000716,11.57894736842105,8.902964531295265,67.36842105263158,14.71404903005704,9.473684210526317,3.322003253642253,11.57894736842105,73.06098318500544
