hs10,cty_code,partner_group,product_group,hs2,event_ym,event_drate,V_pre,V_post,Q_pre,Q_post,uv_pre,uv_post,dln_value,dln_qty,dln_uv,world_dln_uv,dln_uv_excess,n_ctrl,bucket,suspect,suspect_strict,lumpy,classify_ok
9401991085,2010,Mexico,Other Manufactured,94,782,0.030139364505376433,307470398,366744291.3333333,22211535.333333332,28037349,13.84282506300105,13.080562336094376,0.17628603540268983,0.23292575065008236,-0.05663971524739164,NA,NA,NA,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
9018908000,2010,Mexico,Other Manufactured,90,782,0.037655284605552106,306470975.6666667,359033802.3333333,113225457.33333333,115666608.66666667,2.706732062599868,3.104040193380385,0.1582934861112939,0.02133096124850553,0.13696252486278815,NA,NA,NA,B5_unit_value_spike,FALSE,FALSE,FALSE,TRUE
8708295160,1220,Canada,Autos & Auto Parts,87,782,0.05025603158711077,319289322,339540496,41126309,39534000,7.763626976590581,8.58856923154753,0.06149556392394828,-0.03948697720647587,0.10098254113042326,NA,NA,NA,B6_mixed,FALSE,FALSE,FALSE,TRUE
3004909202,4279,EU,Pharmaceuticals,30,788,0.13709677419354838,274196506,326216864.5,25232.333333333332,27089.5,10866.87078748167,12042.18846785655,0.17371736420457395,0.07101995806036143,0.1026974061442143,NA,NA,NA,B5_unit_value_spike,FALSE,FALSE,FALSE,TRUE
8703600020,5880,Japan,Autos & Auto Parts,87,783,0.2217833333333333,256457925.66666666,325089064.3333333,6894.333333333333,11658.333333333334,37198.364695643766,27884.69458184417,0.23713457022168072,0.5253214137343587,-0.28818684351267976,NA,NA,NA,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
8517130000,5700,China,Electronics & Machinery,85,782,0.10103686635944702,3737110232.3333335,317224730.6666667,9730230,1029293,384.0721372807563,308.1967240296657,-2.466457474344214,-2.246365375361922,-0.2200920989822963,-0.2512395687663993,0.031147469784102988,32,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
8704225120,2010,Mexico,Autos & Auto Parts,87,790,0.14754463998948217,466548543.6666667,315144333.6666667,9613,6648,48533.08474635043,47404.382320497396,-0.3923313381809983,-0.3688002915305315,-0.02353104665046679,NA,NA,NA,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
8471804000,5830,ROW,Electronics & Machinery,84,792,0.13709677419354838,390767909.6666667,314728956,16768,18892,23304.383925731552,16659.37730256193,-0.21640199105396363,0.11926624389523965,-0.3356682349492033,NA,NA,NA,B6_mixed,FALSE,FALSE,FALSE,TRUE
8701210015,2010,Mexico,Autos & Auto Parts,87,790,0.2625827618403969,283738610.6666667,303652795.6666667,3035.3333333333335,3155,93478.5670986163,96244.94315900687,0.06783149980278935,0.03866724774869468,0.0291642520540929,NA,NA,NA,B6_mixed,FALSE,FALSE,FALSE,TRUE
8429521010,5880,Japan,Electronics & Machinery,84,783,0.08666666666666667,206170002.66666666,303367145.6666667,3116,4083.6666666666665,66164.95592640137,74287.93053628276,0.3862426897445346,0.27044514963542277,0.11579754010911358,NA,NA,NA,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
8703240150,1220,Canada,Autos & Auto Parts,87,783,0.1330668611399507,367104480.6666667,302998144.3333333,10957.666666666666,11155.333333333334,33502.06680254312,27161.729307356716,-0.19191981482534715,0.01787834592697024,-0.2097981607523156,NA,NA,NA,B2_misreport_suspect,TRUE,FALSE,FALSE,TRUE
8471300100,5700,China,Electronics & Machinery,84,782,0.10103686635944702,2690363901,283429248,5484104.333333333,912661.3333333334,490.5748938158422,310.5524882541315,-2.2504692167452056,-1.7932441920620885,-0.4572250246831189,-0.2719302391846421,-0.18529478549847678,52,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
8407344800,1220,Canada,Electronics & Machinery,84,782,0.03307061803811106,163117199.66666666,281505888.3333333,48808.666666666664,95921.66666666667,3341.9720473140014,2934.747676055114,0.5456844062654973,0.6756239934397961,-0.129939587174297,NA,NA,NA,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
8703220110,1220,Canada,Autos & Auto Parts,87,783,0.13307,288863657,280867538.6666667,11717.666666666666,12242.333333333334,24651.97766904674,22942.32079941188,-0.02807163615705832,0.04380221627153702,-0.07187385242859357,NA,NA,NA,B6_mixed,FALSE,FALSE,FALSE,TRUE
8407344800,2010,Mexico,Electronics & Machinery,84,782,0.07356811697366968,218045406.33333334,274902537.6666667,69887,92382.33333333333,3119.9709006443736,2975.704636889449,0.23171329933088813,0.27905611070387515,-0.04734281137298879,NA,NA,NA,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
8518302000,5520,ROW,Electronics & Machinery,85,783,0.08666666666666667,383466311.6666667,268764158.3333333,6513164,6926901,58.87558054221676,38.80005767851068,-0.35541751230853436,0.06158716738142367,-0.4170046796899589,0.06557487027660791,-0.4825795499665668,1,B2_misreport_suspect,TRUE,FALSE,FALSE,TRUE
8703230160,4280,EU,Autos & Auto Parts,87,783,0.2217833333333333,406638876.3333333,268738273.3333333,13819.666666666666,4235.333333333333,29424.65155937191,63451.50480088147,-0.414187565457528,-1.1826306642390279,0.7684430987815034,NA,NA,NA,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
8411919085,4279,EU,Electronics & Machinery,84,783,0.08666666666666667,341983856,265892579,430338.3333333333,345472,794.686016816226,769.6501568868099,-0.251671142398898,-0.21966012305562543,-0.032011019343270775,NA,NA,NA,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
8703400020,1220,Canada,Autos & Auto Parts,87,783,0.133034698217865,616767903.3333334,263125511.33333334,19361,8574.666666666666,31856.20078164007,30686.38368838439,-0.851861635753469,-0.8144486138025222,-0.03741302195094853,NA,NA,NA,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
9018390040,2010,Mexico,Other Manufactured,90,782,0.09529932712042066,227871169.33333334,262089795,21799084.666666668,27656336.666666668,10.453244841136602,9.476663455427515,0.13990675157883814,0.23798689476732804,-0.0980801431884859,NA,NA,NA,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
9505102500,5700,China,Other Manufactured,95,783,0.9580107526881719,9343810,256965703,4321452.333333333,96668511.66666667,2.1621920778639465,2.6582151578589697,3.3142285326529013,3.107696186308157,0.20653234634474382,-0.30301801362082137,0.5095503599655652,2,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
8703240160,5880,Japan,Autos & Auto Parts,87,783,0.2217833333333333,399619324.3333333,246501481,7593.666666666667,5861,52625.34449760765,42057.92202695786,-0.48314440321937013,-0.25899432904941655,-0.22415007416995536,NA,NA,NA,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
3004909221,4419,ROW,Pharmaceuticals,30,788,0.13709677419354838,336836615,237051497,74592,33713,4515.7203855641355,7031.456619108356,-0.3513205863781579,-0.7941497432034517,0.4428291568252902,NA,NA,NA,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
8704310120,2010,Mexico,Autos & Auto Parts,87,783,0.13284275260524558,264871486,233049323.66666666,11315.666666666666,13210.333333333334,23407.501634901466,17641.44157351568,-0.12799462914611937,0.1548111554357572,-0.28280578458187655,NA,NA,NA,B6_mixed,FALSE,FALSE,FALSE,TRUE
9021390000,4190,EU,Other Manufactured,90,783,0.08666666666666667,181994692,218258660.66666666,406228.3333333333,618796.6666666666,448.0108280646763,352.7146677152969,0.18170335443755548,0.42086133302596807,-0.2391579785884108,NA,NA,NA,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
9505906000,5700,China,Other Manufactured,95,783,0.9580107526881719,42765548.333333336,217592462.66666666,30958995.666666668,87118962,1.3813609715827668,2.4976475576771295,1.6268910429391568,1.0346109554649772,0.5922800874741798,-0.07886583272155834,0.6711459201957382,1,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
8703230120,5880,Japan,Autos & Auto Parts,87,783,0.2217833333333333,145318415.66666666,216911618.33333334,6760.333333333333,11665.666666666666,21495.74710320004,18594.018201560135,0.4005626768721662,0.5455778563580242,-0.14501517948585985,NA,NA,NA,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
8528520000,5700,China,Electronics & Machinery,85,782,0.10103686635944702,442696622.6666667,207332883,2713319.3333333335,1556048.6666666667,163.15684528101988,133.2431866955318,-0.7585590787224064,-0.5560230295827129,-0.2025360491396908,-0.2529916460622976,0.050455596922606816,38,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
8411124000,4120,UK,Electronics & Machinery,84,783,0.08666666666666667,224775858,207118008.33333334,38.333333333333336,102.66666666666667,5863718.034782608,2017383.198051948,-0.08181499962059036,0.9851676546103243,-1.0669826542309178,NA,NA,NA,B6_mixed,FALSE,FALSE,FALSE,TRUE
3926909989,5700,China,Chemicals & Plastics,39,783,0.958010752688172,226075160.33333334,207003989,1189100704.6666667,1021481343,0.19012280410405408,0.20265077812586146,-0.08812944821936952,-0.15194344027470663,0.06381399205533822,0.11520396015480616,-0.05138996809946794,1,B3_quantity_driven,FALSE,FALSE,FALSE,TRUE
8543709860,5490,ROW,Electronics & Machinery,85,783,0.08666666666666667,155745535,205813991.66666666,365498,827754,426.1187065319099,248.6414945342054,0.2787493182875771,0.8174552015739671,-0.5387058832863909,NA,NA,NA,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
8541430010,5600,ROW,Electronics & Machinery,85,783,0.08666666666666664,67441004.33333333,200466826.66666666,612085.3333333334,1942617,110.18235638168098,103.19421000983037,1.089395574191066,1.1549196057446096,-0.0655240315535437,NA,NA,NA,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
8708305090,2010,Mexico,Autos & Auto Parts,87,782,0.040668008385793826,165407084.66666666,192747831.33333334,8120350.666666667,12266966,20.369450958029233,15.712754998532917,0.15297314598408462,0.41253661959176213,-0.2595634736076753,NA,NA,NA,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
8703400030,4120,UK,Autos & Auto Parts,87,783,0.22178333333333333,205513274,192746378.66666666,2664,3142.3333333333335,77144.62237237237,61338.61631484034,-0.06413540097879888,0.16513687106776054,-0.2292722720465612,NA,NA,NA,B6_mixed,FALSE,FALSE,FALSE,TRUE
8703800060,4280,EU,Autos & Auto Parts,87,783,0.2217833333333333,558706626,192471581.33333334,10423.333333333334,3461.3333333333335,53601.5311160857,55606.19645608628,-1.0656760026767103,-1.1023930115080152,0.036717008831306686,NA,NA,NA,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
7108121017,1220,Canada,Other Manufactured,71,782,0.22554963054042987,132234.66666666666,192014927.66666666,2484.6666666666665,1781408,53.220284411054465,107.78829311795313,7.280750274263941,6.575020829448621,0.7057294448153195,0.29686100357433265,0.40886844124098687,13,B4_real_expansion,FALSE,FALSE,FALSE,TRUE
8543709860,5570,ROW,Electronics & Machinery,85,783,0.08666666666666667,129092353.33333333,190041926.33333334,511335.6666666667,463580.3333333333,252.46107742663494,409.9438925004728,0.3867166472020642,-0.09804656754412377,0.4847632147461898,NA,NA,NA,B5_unit_value_spike,FALSE,FALSE,FALSE,TRUE
3303003000,4279,EU,Chemicals & Plastics,33,783,0.08666666666666667,228174013.33333334,186064616.33333334,3741432.6666666665,3506136.6666666665,60.98573291621445,53.06827258112206,-0.2040145412017047,-0.06495383749492412,-0.1390607037067797,0.0200540287594535,-0.1591147324662332,2,B2_misreport_suspect,TRUE,TRUE,FALSE,TRUE
8703240160,4120,UK,Autos & Auto Parts,87,783,0.22178333333333333,200585170,185902993.33333334,1679.3333333333333,751.3333333333334,119443.33267169513,247430.78083407276,-0.07601394813501727,-0.804302762312834,0.7282888141778141,NA,NA,NA,B3_quantity_driven,FALSE,FALSE,FALSE,TRUE
4407130000,1220,Canada,Other Manufactured,44,789,0.057339944699517365,265409198,182258577,1665053.6666666667,1392175.3333333333,159.3997859128064,130.91639582753706,-0.3758463469090927,-0.17898984331058365,-0.1968565035985126,NA,NA,NA,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
8473301180,2010,Mexico,Electronics & Machinery,84,782,0.03555822415363957,113724110,179656503.33333334,958843.6666666666,199387.66666666666,118.60547652710852,901.0412044877401,0.45727128539323303,-1.570477041171614,2.027748326564847,1.0442050426146876,0.9835432839501594,43,B6_mixed,FALSE,FALSE,FALSE,TRUE
3924104000,5700,China,Chemicals & Plastics,39,783,0.9580107526881719,250747465.33333334,177667931.66666666,5465729063,3932998132,0.04587630715740316,0.04517366286576885,-0.34453006290187815,-0.3290955000921194,-0.015434562809758745,0.23168975075587595,-0.2471243135656347,2,B1_real_contraction,FALSE,FALSE,FALSE,TRUE
0202305085,6021,ROW,Food & Agriculture,02,783,0.08666666666666666,155309005.66666666,176984832,23822899,26280646,6.519315960104883,6.734417106794102,0.1306473166743949,0.09818551377322393,0.03246180290116851,0.25856532289944845,-0.22610351999827993,2,B5_unit_value_spike,FALSE,FALSE,FALSE,TRUE
