year_month,partner_group,s1_num,s2_num,imports,con_val_mo,s1,s2,gap_s1_s2
2025-07,Canada,21620607351.961933,1421518933.0775447,383804066237.4662,32102541358,5.633240826214929,4.4280573217711945,1.2051835044437347
2025-07,Mexico,30503915157.785923,2347640937.635039,480405054946.2283,45115688463,6.349624102352593,5.203602156177604,1.1460219461749883
2025-07,EU,55460977920.51965,4700785397.802908,516991138398.15564,46042560108,10.727645756629377,10.209652518835798,0.5179932377935792
2025-07,Japan,23859455952.87602,1874465242.5751004,141650658600.86304,12259215951,16.84387223366616,15.290253879753198,1.553618353912963
2025-07,S. Korea,19798165952.452694,1563302821.579456,123410912369.81552,10732066180,16.04247596284284,14.566652826766822,1.4758231360760181
2025-07,UK,4894515499.53608,400653107.21828365,58610748724.98278,5631277912,8.350883764516384,7.114781289066021,1.2361024754503633
2025-07,ROW,82430901724.2686,8199675880.444703,851504357554.8059,111152354962,9.6806200688131,7.376970000543805,2.3036500682692953
2025-08,China,175134638970.0143,10050133957.200602,414878435251.4011,23243315122,42.21348329755658,43.23881470628974,-1.0253314087331589
2025-08,Canada,23982352116.813396,1459862430.2340636,381004899589.2472,29372247059,6.294499661990758,4.970210237240752,1.324289424750006
2025-08,Mexico,32014995722.967266,2467753025.346569,477760100456.9425,44962995169,6.7010609911433106,5.488408892848793,1.2126520982945177
2025-08,EU,64406399092.82453,4750427544.312899,493491865621.4895,40652883314,13.051157188115544,11.685339776814677,1.365817411300867
2025-08,Japan,26456321811.69732,2029729805.593551,140632772257.3298,11328756567,18.812344652701256,17.916615946237506,0.8957287064637498
2025-08,S. Korea,21545397263.45327,1606376692.9358115,122837601749.0021,9970836666,17.53974105378388,16.110751251331465,1.428989802452417
2025-08,UK,5171262785.164802,418202914.0010271,59327355700.98034,5195709377,8.716489592472012,8.0490051243493,0.6674844681227121
2025-08,ROW,122680632519.84686,11347169226.254065,844151034388.5637,93708639416,14.533019272873013,12.108989413324709,2.4240298595483036
2025-09,China,175823675897.1743,9194927009.985859,414366140278.03503,23296813590,42.4319602415387,39.468603611666104,2.9633566298725924
2025-09,Canada,25752395974.112476,1643070356.5458233,386104902022.4053,31926861438,6.669792545813907,5.146357275789745,1.5234352700241622
2025-09,Mexico,32980384986.82268,2517890291.6829176,481913451525.4146,44283245248,6.843632374740509,5.685875724739562,1.1577566500009473
2025-09,EU,65972128696.78526,4873737166.868115,514947926995.2723,57094714794,12.81141747316733,8.536231741331493,4.275185731835837
2025-09,Japan,24191113619.357513,1626594388.3645375,141136196330.03888,10241217916,17.140261852308946,15.882821766962754,1.2574400853461913
2025-09,S. Korea,22321662621.597496,1590429219.5848978,122212468182.92097,9669938383,18.264636132041492,16.447149470785803,1.817486661255689
2025-09,UK,5402205376.77699,411454758.50487554,59487119058.18416,5189687562,9.08130274638634,7.928314635309361,1.1529881110769793
2025-09,ROW,139526012910.53604,12781740881.69823,849269590270.5884,95608036958,16.42894253002527,13.368897938269738,3.060044591755533
2025-10,China,176096298099.01343,9357189757.294264,414659108711.4025,23411302991,42.467726959200654,39.96868419024539,2.4990427689552632
2025-10,Canada,26104801462.7164,1596169515.199037,386793109964.2825,31123754701,6.749034765672787,5.128460658211499,1.6205741074612883
2025-10,Mexico,33274550216.75091,2787898714.7297606,481868768786.20935,48499746672,6.905313722772896,5.748274797359462,1.157038925413434
2025-10,EU,51468144732.80962,4060305728.894048,513381058398.322,44957181285,10.025329896935256,9.031495331422775,0.993834565512481
2025-10,Japan,20770779763.31486,1656313182.3542747,141259635219.35953,11881427967,14.703973807563846,13.940354534443097,0.7636192731207494
2025-10,S. Korea,22211099696.02715,1362560044.4100218,122604870545.00674,8798662615,18.11600109954337,15.485990360479592,2.6300107390637795
2025-10,UK,5470410864.234838,429152844.8703619,58643057562.49595,5133476783,9.328317948642116,8.359886739753897,0.9684312088882194
2025-10,ROW,139797319304.39258,11763917437.720259,855334675677.8267,101466951151,16.344166006552634,11.593841447165943,4.750324559386691
2025-11,China,145535652510.11148,6822526275.468951,413992488884.35876,20032588997,35.15417704855128,34.05713698060029,1.0970400679509922
2025-11,Canada,27177675721.71083,1511539880.644599,385249213965.1034,28299068545,7.054570064398012,5.34130612193476,1.7132639424632519
2025-11,Mexico,36466259557.58421,2595005579.001235,482068247021.005,44575307846,7.564542942401116,5.821621216765416,1.7429217256357
2025-11,EU,52695549452.9747,4160846502.5490003,519838855281.4819,46500052528,10.136900871798273,8.94804688670738,1.1888539850908941
2025-11,Japan,21052301776.97281,1658983479.8642416,141560788001.72635,11504972533,14.871563004238203,14.419708305306578,0.45185469893162455
2025-11,S. Korea,22199213733.453957,1450738137.823716,121481751135.47105,8495508740,18.273702449924663,17.076530461243642,1.1971719886810206
2025-11,UK,5594935759.442792,451605339.1471118,57416200914.435455,4918171318,9.744524490188144,9.182383246681196,0.5621412435069484
2025-11,ROW,132679140408.43982,10477983044.872444,839490254587.6764,93483070782,15.804726699728805,11.208428389464032,4.596298310264773
2025-12,China,134644094364.20969,6640934233.335108,414111985439.62744,19805064436,32.513933210909,33.531495213233285,-1.0175620023242828
2025-12,Canada,26454763467.462486,1690778104.9358466,382792760814.2425,31803019869,6.910988444815487,5.316407410052065,1.5945810347634222
2025-12,Mexico,36471375318.845085,2618435600.361362,480594498338.4749,42133380678,7.588804167533122,6.214634473251707,1.3741696942814148
2025-12,EU,52319968523.11633,4397895488.862593,519062287673.83997,47969594671,10.079709076455256,9.168089743150027,0.9116193333052287
2025-12,Japan,20963798242.8668,1643315019.764587,141508163800.92087,11965705541,14.814550397501785,13.73354052658103,1.081009870920754
2025-12,S. Korea,16731715486.55909,1219106031.6891077,123218941380.01418,11541823842,13.578850215047321,10.562507697031855,3.016342518015467
2025-12,UK,5543063876.387697,520637272.7923046,59366361001.028824,5696623182,9.33704505871875,9.139401644774344,0.197643413944407
2025-12,ROW,130427266125.32353,11014376170.479067,845543065522.3052,107268005129,15.425265896392466,10.268090804180826,5.15717509221164
2026-01,China,139915046727.0785,7014575429.164849,414738417434.0437,20472481177,33.7357333793003,34.26343572388011,-0.5277023445798079
2026-01,Canada,27080119228.01315,1561929204.4766834,381607457131.3806,28262219795,7.096328628266284,5.526562371272095,1.569766256994189
2026-01,Mexico,36616800497.60466,2288296396.774267,480474814576.4829,42213781379,7.62096147118153,5.420733045044434,2.2002284261370955
2026-01,EU,52133693238.96583,3760823183.1856484,511582289559.44226,38666058530,10.190675928961818,9.72641982701113,0.46425610195068856
2026-01,Japan,20903558889.911446,1579968977.707328,141344528317.48676,11079699835,14.789082491370353,14.260034127606202,0.5290483637641508
2026-01,S. Korea,15938386219.859632,1252657035.8054454,123485332807.62477,11655011929,12.907108769500352,10.747797114549359,2.1593116549509936
2026-01,UK,5545052275.10501,405497189.82554984,59529155806.34731,4864238755,9.314851185095703,8.336292896986917,0.9785582881087862
2026-01,ROW,130522876474.59291,11117408986.629929,841919492663.1538,102197671970,15.503011583889556,10.878338784364315,4.624672799525241
2026-02,China,122005006636.60501,5766783973.597487,413400448797.04456,18508960905,29.512548182186986,31.156713784184674,-1.6441656019976882
2026-02,Canada,24342760408.96814,1543582027.1177177,383327323007.29,28993967085,6.350384892470917,5.323804164474921,1.026580727995996
2026-02,Mexico,34996482585.600494,2347992594.34711,480515818633.89355,43708043650,7.283107283563628,5.371991968226905,1.9111153153367226
2026-02,EU,44998940179.60604,3214347532.238705,502296743730.5921,36554370694,8.95863665079647,8.793332975545672,0.16530367525079726
2026-02,Japan,18543420171.384705,1326266210.2185163,137753875282.14224,10594686456,13.461269335185511,12.518220484641365,0.9430488505441463
2026-02,S. Korea,14843041756.48518,1074978494.4293175,121861862466.40923,11581305421,12.18021902510854,9.28201489687073,2.8982041282378095
2026-02,UK,4926164285.449543,399127775.16512215,58471551472.67831,4928569144,8.424890671408583,8.098248467326812,0.3266422040817716
2026-02,ROW,103409072613.48546,8249756470.929684,843313980641.6075,95692903048,12.262226760999512,8.621074508306606,3.6411522526929065
2026-03,China,94373767986.64867,4796927104.8899355,413600730102.35016,19889700337,22.81760188462308,24.11764392430995,-1.3000420396868684
2026-03,Canada,21342911914.91931,1427162004.3162189,384884331772.45416,34005620435,5.545279491277749,4.196841539898282,1.3484379513794673
2026-03,Mexico,31671291214.75412,2521706300.808259,482635872440.8733,51450166233,6.562150271711125,4.901259773172207,1.660890498538918
2026-03,EU,45327043091.983925,4327851000.098304,509595889272.49396,47703562668,8.894703439757615,9.072385285389736,-0.17768184563212053
2026-03,Japan,16671487418.84203,1475466895.073492,139036598122.48065,12687024006,11.990718734469983,11.629732034681325,0.3609866997886577
2026-03,S. Korea,14576810209.628016,1115742886.3353186,123475163288.76149,12548277097,11.805459350183968,8.891602231210422,2.913857118973546
2026-03,UK,4526979925.379754,449155499.99919516,58046549483.592026,6012210893,7.798878599423713,7.470720970918462,0.32815762850525054
2026-03,ROW,78505607421.80563,7655295734.413488,844220675428.6569,114869848605,9.299180854809562,6.664321253471446,2.634859601338116
