year_month,partner_group,diversion_pp,others_pp,residual_pp
2025-11,UK,0.013777337854135228,0.02176954644986706,0.02679534996175586
2025-11,ROW,0.41649496582372825,0.2147951811250335,0.20879316945314716
2025-12,China,2.152030052266457,0.005717354508882494,0.16988018799995563
2025-12,Canada,0.28408148313226333,0.0025383453756653513,0.24912095945582352
2025-12,Mexico,0.28830345388652323,9.801536548227875e-4,0.2768935666689887
2025-12,EU,0.18293818767708606,0.04046564450044233,0.05877796533861742
2025-12,Japan,0.11602533475782967,0.025166893086966808,-0.00878428913297793
2025-12,S. Korea,0.12584098323736878,0.05434759749701756,0.015373171260387166
2025-12,UK,-2.8188054242006023e-4,0.019393040209838834,0.020058642691294887
2025-12,ROW,0.43772289614067983,0.18910517657952627,0.15786491122113747
2026-01,China,2.031330557446202,0.005994415028246393,0.1880181311654588
2026-01,Canada,0.3144100589630593,6.06819100624736e-4,0.2633024925045273
2026-01,Mexico,0.3571690368769325,8.43115164933729e-4,0.22515798947452353
2026-01,EU,0.3146899690095154,0.03234631776928136,0.06782264597536031
2026-01,Japan,0.09841274861149393,0.024684373727992575,0.0013569414682140018
2026-01,S. Korea,0.05654345163886841,0.05966894872688079,-0.035024638137108106
2026-01,UK,0.03135557984232518,0.024836308643413373,0.023756979782557208
2026-01,ROW,0.1318615202246134,0.19376594816511303,0.22311898214432563
2026-02,China,1.8469691817626859,0.006484692717326032,0.10837432555795845
2026-02,Canada,0.21167399875390092,0.002206938657451924,0.24320987637002986
2026-02,Mexico,0.2528879904697837,0.0011458724762528562,0.2837185392030713
2026-02,EU,0.24723512475906018,0.007554074037025332,0.08151836590034639
2026-02,Japan,0.10121175941808305,0.020609139285698998,0.036944045198744
2026-02,S. Korea,0.07567815821626961,0.05555204577858876,-0.02105362892645275
2026-02,UK,0.008210454897001396,0.014876872213996887,0.03276198922704937
2026-02,ROW,0.2236988033030235,0.1296994509243754,0.06705943320815039
2026-03,China,1.5897309147454601,0.003145898789582971,0.06593869152275982
2026-03,Canada,0.24509699237295016,0.0026857870028997558,0.11625904640614171
2026-03,Mexico,0.22869579679158447,0.0015113698509504202,0.26042901379390543
2026-03,EU,0.08701608948043019,0.004686846288937073,0.14988376833146108
2026-03,Japan,0.07089158580003552,0.00506570310713435,0.06628594692536378
2026-03,S. Korea,0.12025972749284368,0.049684160940963396,-0.019498099192718076
2026-03,UK,0.0030359181873834415,9.288468069114722e-4,0.017910028502511346
2026-03,ROW,0.09738303883482513,0.08095582564379708,0.29074501951292625
